대분류,소분류,시설명,주소,위도,경도,전화번호,상세위치,이용시간,의료인수,병상수,입원실수,정기 휴관일,장애별,홈페이지 주소,호선,엘리베이터,정류소번호
교통,버스,휘문중고등학교,,37.5039658555,127.0618980584,,,,,,,,,,,,23248.0
교통,버스,휘문중고등학교,,37.504074197399994,127.0614966158,,,,,,,,,,,,23249.0
교통,버스,대치사거리,,37.5035827869,127.0585599583,,,,,,,,,,,,23250.0
교통,버스,한국무역센터.삼성역,,37.5081065399,127.0616639386,,,,,,,,,,,,23251.0
교통,버스,한티역,,37.4981160997,127.05214752059999,,,,,,,,,,,,23252.0
교통,버스,도성초등학교,,37.5001223629,127.0512135652,,,,,,,,,,,,23253.0
교통,버스,도성초교사거리,,37.5006961294,127.05175458709999,,,,,,,,,,,,23254.0
교통,버스,영동농협풍림아이원아파트,,37.5021979661,127.05635107129999,,,,,,,,,,,,23255.0
교통,버스,영동농협풍림아이원아파트,,37.502541078,127.0567856535,,,,,,,,,,,,23256.0
교통,버스,도성초교사거리,,37.5009078795,127.0517750918,,,,,,,,,,,,23257.0
교통,버스,대치동진선여고앞,,37.5027442041,127.049965539,,,,,,,,,,,,23258.0
교통,버스,선릉역,,37.5047611955,127.050462265,,,,,,,,,,,,23259.0
교통,버스,포스코빌딩,,37.506043,127.054803,,,,,,,,,,,,23260.0
교통,버스,하나은행,,37.5034252657,127.05821259790001,,,,,,,,,,,,23261.0
교통,버스,대치동현대아파트,,37.501646011999995,127.0591748622,,,,,,,,,,,,23262.0
교통,버스,은마아파트입구사거리,,37.4987273789,127.0600675492,,,,,,,,,,,,23263.0
교통,버스,베스티안병원,,37.497689607800005,127.0566485239,,,,,,,,,,,,23264.0
교통,버스,한티역.서울지방고용노동청강남지청,,37.4967735576,127.0539289896,,,,,,,,,,,,23265.0
교통,버스,신논현역,,37.5046361677,127.02575480040001,,,,,,,,,,,,23266.0
교통,버스,삼정호텔앞,,37.5062420273,127.0311108359,,,,,,,,,,,,23267.0
교통,버스,차병원,,37.50553234,127.0344860558,,,,,,,,,,,,23268.0
교통,버스,차병원,,37.506090082600004,127.034620914,,,,,,,,,,,,23269.0
교통,버스,언주역5번출구.차병원사거리,,37.5073948067,127.0348624465,,,,,,,,,,,,23270.0
교통,버스,스포월드.라움아트센터,,37.5079882917,127.03884318770001,,,,,,,,,,,,23271.0
교통,버스,스포월드.라움아트센터,,37.5075256865,127.03986435680001,,,,,,,,,,,,23272.0
교통,버스,아크로힐스논현,,37.5091077534,127.04064795549999,,,,,,,,,,,,23273.0
교통,버스,선정릉역4번출구.시니어플라자,,37.5098268696,127.0430848706,,,,,,,,,,,,23274.0
교통,버스,선정릉역.무형문화재전수회관,,37.5092335728,127.0440935191,,,,,,,,,,,,23275.0
교통,버스,선릉역,,37.5058843866,127.0481759639,,,,,,,,,,,,23276.0
교통,버스,서울상록회관.한국기술센터,,37.503232000000004,127.04405700000001,,,,,,,,,,,,23277.0
교통,버스,KT강남지사,,37.5047549674,127.0419791463,,,,,,,,,,,,23278.0
교통,버스,KT강남지사,,37.5047578524,127.04146450360001,,,,,,,,,,,,23279.0
교통,버스,아가방빌딩.하나은행,,37.5015409767,127.0386328674,,,,,,,,,,,,23280.0
교통,버스,역삼역.GS타워,,37.5014045842,127.0368321879,,,,,,,,,,,,23281.0
교통,버스,역삼역,,37.5016570588,127.03629619899999,,,,,,,,,,,,23282.0
교통,버스,역삼역,,37.500441839400004,127.0350786317,,,,,,,,,,,,23283.0
교통,버스,강남역12번출구,,37.4988294041,127.02983909860001,,,,,,,,,,,,23284.0
교통,버스,강남역,,37.4999348463,127.0269678944,,,,,,,,,,,,23285.0
교통,버스,신논현역.구교보타워사거리,,37.502359976,127.02579021209999,,,,,,,,,,,,23286.0
교통,버스,강남역.역삼세무서,,37.4981357274,127.02914778969999,,,,,,,,,,,,23287.0
교통,버스,역삼역.포스코P&S타워,,37.4995717499,127.0337900061,,,,,,,,,,,,23288.0
교통,버스,영동중앙교회,,37.4981539451,127.03797514989999,,,,,,,,,,,,23289.0
교통,버스,강남보건소.강남구립국제교육원,,37.5155194988,127.0420406067,,,,,,,,,,,,23290.0
교통,버스,역삼럭키아파트.역삼월드메르디앙아파트,,37.491838771,127.03871947180001,,,,,,,,,,,,23291.0
교통,버스,역삼초등학교,,37.494097481,127.034025034,,,,,,,,,,,,23292.0
교통,버스,역삼초등학교,,37.494330843600004,127.0341054359,,,,,,,,,,,,23293.0
교통,버스,뱅뱅사거리기쁨병원,,37.4902625053,127.03359808799999,,,,,,,,,,,,23294.0
교통,버스,역삼초등학교,,37.492195273,127.0306529668,,,,,,,,,,,,23295.0
교통,버스,대림역삼아파트,,37.496245263,127.0459926766,,,,,,,,,,,,23296.0
교통,버스,래미안.그레이튼.아파트,,37.4959516503,127.0456136271,,,,,,,,,,,,23297.0
교통,버스,개나리아파트,,37.4998041369,127.04425671989999,,,,,,,,,,,,23298.0
교통,버스,역삼동개나리아파트,,37.499879344899995,127.0437950854,,,,,,,,,,,,23299.0
교통,버스,역삼동개나리아파트,,37.4993812973,127.04776914760001,,,,,,,,,,,,23300.0
교통,버스,역삼동개나리아파트,,37.499450851599995,127.0473484575,,,,,,,,,,,,23301.0
교통,버스,총지사,,37.4961932806,127.0402858339,,,,,,,,,,,,23302.0
교통,버스,총지사,,37.4966904984,127.0408425358,,,,,,,,,,,,23303.0
교통,버스,영동중앙교회,,37.4977185179,127.03857548,,,,,,,,,,,,23304.0
교통,버스,한서병원,,37.501137,127.03881799999999,,,,,,,,,,,,23305.0
교통,버스,한국자산신탁.르네상스호텔,,37.502783,127.044247,,,,,,,,,,,,23306.0
교통,버스,진선여고앞,,37.5022648571,127.0498724735,,,,,,,,,,,,23307.0
교통,버스,역삼e-편한세상아파트,,37.4992545645,127.0512977977,,,,,,,,,,,,23308.0
교통,버스,한티역,,37.4972023372,127.0522475418,,,,,,,,,,,,23309.0
교통,버스,한티역,,37.495892519499996,127.0513667479,,,,,,,,,,,,23310.0
교통,버스,역삼중학교.강남세브란스병원,,37.49471181,127.04769831709999,,,,,,,,,,,,23311.0
교통,버스,도곡1차IPARK.모커리한방병원,,37.492808215100005,127.0417858592,,,,,,,,,,,,23312.0
교통,버스,총지사,,37.494942692600006,127.03986332209999,,,,,,,,,,,,23313.0
교통,버스,도곡1동주민센터.역삼럭키아파트,,37.4915800523,127.0390292015,,,,,,,,,,,,23314.0
교통,버스,도곡1차아이파크모커리한방병원,,37.4926349836,127.04240210520001,,,,,,,,,,,,23315.0
교통,버스,매봉삼성아파트SK리더스뷰,,37.4881449495,127.0489606775,,,,,,,,,,,,23316.0
교통,버스,매봉역양재최의원,,37.486164260500004,127.0445616798,,,,,,,,,,,,23317.0
교통,버스,양재역말죽거리.강남베드로병원,,37.4852510407,127.0379686178,,,,,,,,,,,,23318.0
교통,버스,뱅뱅사거리.구영동중학교,,37.4877243166,127.032807632,,,,,,,,,,,,23319.0
교통,버스,고속철도수서역,,37.4848498526,127.1036016062,,,,,,,,,,,,23320.0
교통,버스,뱅뱅사거리뱅뱅프라자,,37.489747276799996,127.0328763684,,,,,,,,,,,,23321.0
교통,버스,원불교앞,,37.4835581756,127.04235513649999,,,,,,,,,,,,23322.0
교통,버스,매봉역,,37.485919002399996,127.04497766940001,,,,,,,,,,,,23323.0
교통,버스,도곡개포한신아파트,,37.487972,127.04938,,,,,,,,,,,,23324.0
교통,버스,도곡동개포한신아파트,,37.487046846,127.05028980450001,,,,,,,,,,,,23325.0
교통,버스,우성캐릭터빌아파트,,37.4870096821,127.05080090969999,,,,,,,,,,,,23326.0
교통,버스,군인공제회관,,37.4891681578,127.0521107665,,,,,,,,,,,,23327.0
교통,버스,숙명여고,,37.4897356961,127.0524662508,,,,,,,,,,,,23329.0
교통,버스,도곡렉슬아파트.강남세브란스병원,,37.4944367753,127.04818670430001,,,,,,,,,,,,23330.0
교통,버스,한티역,,37.495722,127.05193999999999,,,,,,,,,,,,23331.0
교통,버스,도곡렉슬아파트정문,,37.494750805100004,127.05343557799999,,,,,,,,,,,,23332.0
교통,버스,중대부고앞,,37.492538,127.054525,,,,,,,,,,,,23333.0
교통,버스,구룡중학교앞,,37.485803000000004,127.057243,,,,,,,,,,,,23334.0
교통,버스,개포고등학교앞,,37.484231,127.058605,,,,,,,,,,,,23335.0
교통,버스,개포1단지,,37.482588,127.06061000000001,,,,,,,,,,,,23336.0
교통,버스,개포주공1단지,,37.4814103351,127.0618884925,,,,,,,,,,,,23337.0
교통,버스,개포주공1단지,,37.4767507104,127.0583603693,,,,,,,,,,,,23338.0
교통,버스,하나은행사거리,,37.480856318899995,127.05421945129999,,,,,,,,,,,,23339.0
교통,버스,현대아파트경남아파트,,37.4827274791,127.0531952093,,,,,,,,,,,,23340.0
교통,버스,개포주공1단지정문,,37.4831736073,127.0568897219,,,,,,,,,,,,23341.0
교통,버스,개일초등학교앞,,37.4860067851,127.05734279379999,,,,,,,,,,,,23342.0
교통,버스,개포고등학교,,37.484374823,127.05864560190001,,,,,,,,,,,,23343.0
교통,버스,개포1단지연금매장,,37.4826779173,127.06067737030001,,,,,,,,,,,,23344.0
교통,버스,개포중학교,,37.480246079400004,127.06363675120001,,,,,,,,,,,,23345.0
교통,버스,시립도서관앞,,37.483701578200005,127.06408068190001,,,,,,,,,,,,23346.0
교통,버스,개포3단지.수도전기공고후문,,37.484782057,127.0656239958,,,,,,,,,,,,23347.0
교통,버스,개포3단지.수도전기공고후문,,37.485273,127.06598400000001,,,,,,,,,,,,23348.0
교통,버스,개포주공3단지,,37.4844,127.068262,,,,,,,,,,,,23349.0
교통,버스,주공4단지,,37.4836833643,127.0692132252,,,,,,,,,,,,23350.0
교통,버스,경기여고,,37.48653,127.06724399999999,,,,,,,,,,,,23351.0
교통,버스,개포동역,,37.4884889232,127.0661225469,,,,,,,,,,,,23352.0
교통,버스,개포주공5단지경기여고,,37.4867075784,127.0674711689,,,,,,,,,,,,23353.0
교통,버스,개포동역,,37.488693,127.06640900000001,,,,,,,,,,,,23354.0
교통,버스,개포5단지상가,,37.489554,127.06837800000001,,,,,,,,,,,,23355.0
교통,버스,개포5단지상가,,37.489313009499995,127.06844943889999,,,,,,,,,,,,23356.0
교통,버스,양전초등학교,,37.490243,127.07059299999999,,,,,,,,,,,,23357.0
교통,버스,개포6단지앞,,37.4899488254,127.0705986589,,,,,,,,,,,,23358.0
교통,버스,공무원아파트,,37.4922272031,127.0757916225,,,,,,,,,,,,23359.0
교통,버스,개원중학교,,37.492262,127.072156,,,,,,,,,,,,23360.0
교통,버스,개포주공7단지앞,,37.488952997,127.0737267782,,,,,,,,,,,,23361.0
교통,버스,연금매점,,37.4884739608,127.07460270899999,,,,,,,,,,,,23362.0
교통,버스,현대아파트,,37.4822653767,127.05282851959998,,,,,,,,,,,,23363.0
교통,버스,개포시영아파트정문,,37.4789078251,127.05571604139999,,,,,,,,,,,,23364.0
교통,버스,능인선원앞,,37.4724246532,127.0522540318,,,,,,,,,,,,23365.0
교통,버스,구룡산입구,,37.477958,127.062987,,,,,,,,,,,,23366.0
교통,버스,능인선원앞,,37.4717704673,127.0522140057,,,,,,,,,,,,23367.0
교통,버스,구룡사입구,,37.471920688400004,127.0507511248,,,,,,,,,,,,23368.0
교통,버스,국악고교사거리,,37.474526919,127.04804502649999,,,,,,,,,,,,23369.0
교통,버스,삼호물산,,37.4772430549,127.0452517449,,,,,,,,,,,,23370.0
교통,버스,구룡초등학교,,37.4807432926,127.05308977600001,,,,,,,,,,,,23371.0
교통,버스,광수빌딩,,37.4790607546,127.0493324033,,,,,,,,,,,,23372.0
교통,버스,국민은행그린공원,,37.478769816399996,127.0468254619,,,,,,,,,,,,23373.0
교통,버스,포이사거리삼호물산,,37.4784379636,127.0451416579,,,,,,,,,,,,23374.0
교통,버스,포이사거리삼호물산,,37.4782315888,127.04519806809999,,,,,,,,,,,,23375.0
교통,버스,국민은행그린공원,,37.478564198200004,127.0472425588,,,,,,,,,,,,23376.0
교통,버스,광수빌딩,,37.4788507294,127.0494939548,,,,,,,,,,,,23377.0
교통,버스,개포4동주민센터개포지구대,,37.479424006100004,127.0512016967,,,,,,,,,,,,23378.0
교통,버스,구룡초등학교,,37.480688,127.05327199999999,,,,,,,,,,,,23379.0
교통,버스,수서삼성아파트앞,,37.4843993977,127.09098930340001,,,,,,,,,,,,23380.0
교통,버스,일원본동주민센터,,37.4834885153,127.0847497652,,,,,,,,,,,,23381.0
교통,버스,푸른마을아파트앞,,37.4829129209,127.0805834065,,,,,,,,,,,,23382.0
교통,버스,상록수아파트앞,,37.482804629899995,127.0821222482,,,,,,,,,,,,23383.0
교통,버스,일원본동주민센터,,37.4833831017,127.08597539430001,,,,,,,,,,,,23384.0
교통,버스,수서119.안전센터앞,,37.4843205406,127.0937686591,,,,,,,,,,,,23385.0
교통,버스,삼성서울병원정문,,37.4865445092,127.08299028209998,,,,,,,,,,,,23386.0
교통,버스,삼성서울병원정문건너편,,37.487025176799996,127.0824491516,,,,,,,,,,,,23387.0
교통,버스,일원역,,37.4851178573,127.083279317,,,,,,,,,,,,23388.0
교통,버스,삼성서울병원후문,,37.4901997236,127.0875200547,,,,,,,,,,,,23389.0
교통,버스,글래드라이브강남호텔,,37.5078051738,127.03634001200001,,,,,,,,,,,,23390.0
교통,버스,삼성서울병원사거리,,37.4891453359,127.0826482499,,,,,,,,,,,,23392.0
교통,버스,강남한양수자인아파트,,37.4782539161,127.1138013671,,,,,,,,,,,,23393.0
교통,버스,강남한양수자인아파트,,37.477818,127.113478,,,,,,,,,,,,23394.0
교통,버스,대치아파트,,37.4924140029,127.0724873208,,,,,,,,,,,,23395.0
교통,버스,대청역,,37.4932344092,127.0788924716,,,,,,,,,,,,23397.0
교통,버스,마루공원,,37.494671291799996,127.08337813709998,,,,,,,,,,,,23398.0
교통,버스,대청초등학교,,37.493870617,127.0865721019,,,,,,,,,,,,23399.0
교통,버스,일원1동주민센터,,37.491972200700005,127.0875119448,,,,,,,,,,,,23400.0
교통,버스,수서역현대벤쳐빌,,37.4876513072,127.1022257643,,,,,,,,,,,,23401.0
교통,버스,수서역,,37.4883076816,127.1007452609,,,,,,,,,,,,23402.0
교통,버스,수서역KT수서지점,,37.4884191226,127.1000329815,,,,,,,,,,,,23403.0
교통,버스,수서역KT수서지점,,37.4871885183,127.1007358421,,,,,,,,,,,,23404.0
교통,버스,세곡문화복지관,,37.4691406041,127.1081157396,,,,,,,,,,,,23405.0
교통,버스,궁마을,,37.485349584699996,127.0972460057,,,,,,,,,,,,23406.0
교통,버스,궁마을,,37.4852808034,127.0976066393,,,,,,,,,,,,23407.0
교통,버스,수서역,,37.4864806826,127.1023747694,,,,,,,,,,,,23408.0
교통,버스,수서역5번.출구,,37.4871957963,127.1023331951,,,,,,,,,,,,23409.0
교통,버스,수서역.로즈데일빌딩,,37.4873984409,127.1028677279,,,,,,,,,,,,23410.0
교통,버스,세곡문화복지회관,,37.4689447525,127.1078609297,,,,,,,,,,,,23411.0
교통,버스,은곡마을.LH이편한세상,,37.465344,127.102535,,,,,,,,,,,,23412.0
교통,버스,세곡리엔파크1단지,,37.465433000000004,127.09992199999999,,,,,,,,,,,,23413.0
교통,버스,대왕초등학교,,37.4646708281,127.1068384861,,,,,,,,,,,,23414.0
교통,버스,세곡동,,37.4646562486,127.1099619862,,,,,,,,,,,,23416.0
교통,버스,광연자동차학원앞,,37.465690900300004,127.1163609853,,,,,,,,,,,,23417.0
교통,버스,삼일자동차학원.강남자동차검사소,,37.467915395700004,127.1211804938,,,,,,,,,,,,23418.0
교통,버스,삼일자동차학원.강남자동차검사소,,37.467998719899995,127.1207679842,,,,,,,,,,,,23419.0
교통,버스,광연자동차학원앞,,37.4670229687,127.11884453520001,,,,,,,,,,,,23420.0
교통,버스,세곡동,,37.4648820415,127.1094061183,,,,,,,,,,,,23421.0
교통,버스,세곡동사거리,,37.4656874635,127.10861142190001,,,,,,,,,,,,23422.0
교통,버스,방죽마을,,37.4720437058,127.1073661254,,,,,,,,,,,,23423.0
교통,버스,래미안포레아파트,,37.4753555596,127.10649754219999,,,,,,,,,,,,23424.0
교통,버스,쟁골마을,,37.482072011599996,127.1049172484,,,,,,,,,,,,23425.0
교통,버스,쟁골마을,,37.4826545844,127.1043990475,,,,,,,,,,,,23426.0
교통,버스,래미안포레아파트,,37.4751251698,127.10617159110001,,,,,,,,,,,,23427.0
교통,버스,방죽마을,,37.472224734499996,127.106920465,,,,,,,,,,,,23428.0
교통,버스,압구정역3번출구,,37.5260014748,127.02871398549999,,,,,,,,,,,,23429.0
교통,버스,국민은행압구정지점,,37.5235045824,127.02849693690001,,,,,,,,,,,,23430.0
교통,버스,언주역2번출구.차병원사거리,,37.5079530218,127.03336169030001,,,,,,,,,,,,23431.0
교통,버스,영동고교앞,,37.5215035461,127.03989328819999,,,,,,,,,,,,23432.0
교통,버스,개포우성6차아파트,,37.4757047818,127.0578405883,,,,,,,,,,,,23433.0
교통,버스,은곡마을진입로,,37.465765644,127.0985783615,,,,,,,,,,,,23434.0
교통,버스,탄천교,,37.501358,127.068123,,,,,,,,,,,,23435.0
교통,버스,우성아파트,,37.5010463418,127.0683334735,,,,,,,,,,,,23436.0
교통,버스,세곡푸르지오,,37.4650999852,127.0949599244,,,,,,,,,,,,23437.0
교통,버스,삼성역,,37.5072431315,127.0636517443,,,,,,,,,,,,23438.0
교통,버스,세곡푸르지오,,37.465061999999996,127.096478,,,,,,,,,,,,23439.0
교통,버스,세곡2지구3.4단지,,37.4767574013,127.10980023180001,,,,,,,,,,,,23442.0
교통,버스,개포시영아파트후문,,37.4806032686,127.0538687446,,,,,,,,,,,,23444.0
교통,버스,개포우성아파트,,37.476564425700005,127.0578638641,,,,,,,,,,,,23445.0
교통,버스,래미안강남힐즈,,37.4723483229,127.0973806587,,,,,,,,,,,,23446.0
교통,버스,세곡중학교.세명초등학교,,37.4703090634,127.0918212766,,,,,,,,,,,,23447.0
교통,버스,세곡중학교.세명초등학교,,37.470457493400005,127.0921459315,,,,,,,,,,,,23448.0
교통,버스,일원동한솔아파트,,37.482472060300005,127.0795788268,,,,,,,,,,,,23449.0
교통,버스,시립수서청소년수련관,,37.483863,127.08910700000001,,,,,,,,,,,,23450.0
교통,버스,포스코사거리,,37.5078337216,127.0557931346,,,,,,,,,,,,23453.0
교통,버스,대왕초등학교,,37.464988181,127.1066580598,,,,,,,,,,,,23454.0
교통,버스,그랑프리백화점,,37.490010044899996,127.0555062053,,,,,,,,,,,,23456.0
교통,버스,개포중학교,,37.480169000000004,127.06351200000002,,,,,,,,,,,,23457.0
교통,버스,구룡마을,,37.478975,127.06404099999999,,,,,,,,,,,,23458.0
교통,버스,개포주공1단지아파트,,37.4787422534,127.05629953190001,,,,,,,,,,,,23459.0
교통,버스,영희초등학교,,37.4911914327,127.08048712770001,,,,,,,,,,,,23462.0
교통,버스,못골마을.LH강남아이파크,,37.4732412477,127.10174371459999,,,,,,,,,,,,23463.0
교통,버스,못골마을,,37.473102352800005,127.1018882443,,,,,,,,,,,,23464.0
교통,버스,태화기독교.사회복지관,,37.484528214099996,127.0933527923,,,,,,,,,,,,23465.0
교통,버스,시립개포도서관,,37.483553,127.06356399999999,,,,,,,,,,,,23466.0
교통,버스,개포2단지,,37.481641887100004,127.0619497434,,,,,,,,,,,,23467.0
교통,버스,도곡교회.인바디빌딩,,37.4744335616,127.0554585033,,,,,,,,,,,,23468.0
교통,버스,강남세브란스병원,,37.4933990531,127.0473231493,,,,,,,,,,,,23469.0
교통,버스,도곡교회.인바디빌딩.건너,,37.474195,127.05573600000001,,,,,,,,,,,,23470.0
교통,버스,래미안강남힐즈,,37.4722940582,127.09541448040001,,,,,,,,,,,,23471.0
교통,버스,강남세브란스병원,,37.4936020408,127.04672162889999,,,,,,,,,,,,23472.0
교통,버스,강남경찰서.강남운전면허시험장,,37.5095036021,127.0660087348,,,,,,,,,,,,23473.0
교통,버스,수도공고앞,,37.4871674571,127.0619599602,,,,,,,,,,,,23474.0
교통,버스,개포4단지5단지,,37.486456206999996,127.0689681358,,,,,,,,,,,,23475.0
교통,버스,개포4단지6단지,,37.486820957199996,127.0723122938,,,,,,,,,,,,23476.0
교통,버스,개포4단지7단지,,37.4878420538,127.0735368375,,,,,,,,,,,,23477.0
교통,버스,개포동역,,37.488967804,127.0654139271,,,,,,,,,,,,23479.0
교통,버스,세곡푸르지오,,37.4675204419,127.09372845280001,,,,,,,,,,,,23480.0
교통,버스,경남아파트,,37.4889759836,127.0413200765,,,,,,,,,,,,23481.0
교통,버스,세곡푸르지오,,37.467681627800005,127.09386997,,,,,,,,,,,,23482.0
교통,버스,구룡역,,37.4860703372,127.05937629629999,,,,,,,,,,,,23483.0
교통,버스,구룡역,,37.486169666500004,127.058961369,,,,,,,,,,,,23484.0
교통,버스,럭키아파트,,37.4915406247,127.04103650569999,,,,,,,,,,,,23488.0
교통,버스,수도공고,,37.4875628407,127.0623425063,,,,,,,,,,,,23491.0
교통,버스,개포4단지6단지,,37.4869760079,127.07221293120001,,,,,,,,,,,,23492.0
교통,버스,개포4단지5단지,,37.486464681,127.06834167459999,,,,,,,,,,,,23493.0
교통,버스,학여울역,,37.4972478422,127.0719615667,,,,,,,,,,,,23500.0
교통,버스,학여울역,,37.496678687199996,127.0713978002,,,,,,,,,,,,23501.0
교통,버스,도곡한신아파트,,37.486903501,127.0411549665,,,,,,,,,,,,23504.0
교통,버스,현대1차우성아파트,,37.482117469,127.0550785982,,,,,,,,,,,,23505.0
교통,버스,영동고등학교현대아파트,,37.5213549869,127.0395300499,,,,,,,,,,,,23507.0
교통,버스,개포4단지7단지,,37.4875450415,127.07296887129999,,,,,,,,,,,,23508.0
교통,버스,총회회관.휘문고입구,,37.5044376369,127.06596016200001,,,,,,,,,,,,23509.0
교통,버스,예림당아트홀.신한은행전산센터,,37.4980860271,127.0441265479,,,,,,,,,,,,23510.0
교통,버스,새마을운동중앙회,,37.501909253600004,127.0673638246,,,,,,,,,,,,23511.0
교통,버스,총지사,,37.4948581044,127.0395194722,,,,,,,,,,,,23512.0
교통,버스,신한은행데이터센터,,37.4980790086,127.0436142072,,,,,,,,,,,,23513.0
교통,버스,포스코사거리,,37.5073192617,127.0575278976,,,,,,,,,,,,23514.0
교통,버스,개포주공1단지정문,,37.4837132774,127.05708010030001,,,,,,,,,,,,23515.0
교통,버스,우성6차아파트,,37.476911227600006,127.0552198327,,,,,,,,,,,,23516.0
교통,버스,포이초교,,37.4751476791,127.0525204974,,,,,,,,,,,,23517.0
교통,버스,국악중고교,,37.4755125128,127.05071963430001,,,,,,,,,,,,23518.0
교통,버스,풍양빌딩,,37.477253286199996,127.04897166149999,,,,,,,,,,,,23519.0
교통,버스,코원에너지서비스,,37.4980697598,127.0760972384,,,,,,,,,,,,23520.0
교통,버스,코원에너지서비스,,37.4984896319,127.076162131,,,,,,,,,,,,23521.0
교통,버스,현대1차우성아파트,,37.4818263684,127.055172236,,,,,,,,,,,,23522.0
교통,버스,포스코사거리,,37.5070845749,127.0583443873,,,,,,,,,,,,23523.0
교통,버스,국민은행그린공원,,37.478407000000004,127.047757,,,,,,,,,,,,23524.0
교통,버스,삼익아파트앞,,37.4900562415,127.04179224219999,,,,,,,,,,,,23525.0
교통,버스,래미안포레아파트,,37.4756585108,127.1072950785,,,,,,,,,,,,23526.0
교통,버스,래미안포레아파트,,37.476097896199995,127.1076846516,,,,,,,,,,,,23527.0
교통,버스,세곡2지구3.4단지,,37.476668,127.11039299999999,,,,,,,,,,,,23528.0
교통,버스,도곡한신아파트,,37.4865461779,127.0414335753,,,,,,,,,,,,23529.0
교통,버스,강남더샵라르고오피스텔,,37.4751236105,127.1048905745,,,,,,,,,,,,23530.0
교통,버스,한남대교전망카페,,37.524552,127.01568300000001,,,,,,,,,,,,23531.0
교통,버스,서울의료원후문,,37.512854221,127.0670297734,,,,,,,,,,,,23532.0
교통,버스,구룡마을,,37.4776181903,127.06244391959999,,,,,,,,,,,,23533.0
교통,버스,학동역,,37.5153474836,127.0298909242,,,,,,,,,,,,23536.0
교통,버스,은곡마을입구.리엔파크2단지,,37.465026,127.102457,,,,,,,,,,,,23537.0
교통,버스,강남현대힐스테이트에코,,37.475010908099996,127.10496277780001,,,,,,,,,,,,23538.0
교통,버스,국악중고교,,37.475562093,127.050674442,,,,,,,,,,,,23540.0
교통,버스,상록수아파트후문,,37.482799256999996,127.0820736198,,,,,,,,,,,,23541.0
교통,버스,대왕초등학교,,37.464733681700004,127.10608680440001,,,,,,,,,,,,23543.0
교통,버스,수서역5번출구.이마트앞,,37.486711086999996,127.1026507999,,,,,,,,,,,,23544.0
교통,버스,달터공원,,37.4765501377,127.0496563833,,,,,,,,,,,,23545.0
교통,버스,일원역,,37.484274091399996,127.08374878379999,,,,,,,,,,,,23546.0
교통,버스,삼성서울병원정문,,37.486220916,127.0831278825,,,,,,,,,,,,23552.0
교통,버스,국민은행,,37.4783549106,127.04781681680001,,,,,,,,,,,,23557.0
교통,버스,삼성의료원,,37.4880871291,127.0843625606,,,,,,,,,,,,23558.0
교통,버스,한아름아파트.사이룩스오피스텔,,37.4882883158,127.1043695699,,,,,,,,,,,,23562.0
교통,버스,암센터후문.장례식장,,37.489676103600004,127.08672789959999,,,,,,,,,,,,23564.0
교통,버스,암센터정문,,37.4887280795,127.08771058120001,,,,,,,,,,,,23569.0
교통,버스,영동2교,,37.4824106082,127.0436209282,,,,,,,,,,,,23573.0
교통,버스,강남역,,37.4992607551,127.0272571889,,,,,,,,,,,,23574.0
교통,버스,강남교육청,,37.5114525879,127.04744313959999,,,,,,,,,,,,23575.0
교통,버스,도곡2동주민센터대치중학교,,37.484190517100004,127.04541198209999,,,,,,,,,,,,23578.0
교통,버스,현대아파트,,37.4895038011,127.0816026028,,,,,,,,,,,,23579.0
교통,버스,방죽마을,,37.4721616398,127.1069395952,,,,,,,,,,,,23584.0
교통,버스,영희초등학교,,37.4913516516,127.08074740299999,,,,,,,,,,,,23586.0
교통,버스,개포동역,,37.488685801,127.06533678379999,,,,,,,,,,,,23595.0
교통,버스,강남우체국,,37.4933177303,127.0782615093,,,,,,,,,,,,23597.0
교통,버스,도성초등학교앞,,37.5004642646,127.0503202915,,,,,,,,,,,,23598.0
교통,버스,공무원아파트,,37.492388763200005,127.07538126909999,,,,,,,,,,,,23600.0
교통,버스,신논현역,,37.5010162887,127.02644009219999,,,,,,,,,,,,23641.0
교통,버스,매봉역,,37.4859433086,127.0450398782,,,,,,,,,,,,23695.0
교통,버스,동영문화센터,,37.4979146187,127.0446557472,,,,,,,,,,,,23697.0
교통,버스,도곡2동주민센터대치중학교,,37.4842517535,127.0455126584,,,,,,,,,,,,23698.0
교통,버스,도곡2동주민센터대치중학교,,37.4844032382,127.0452549325,,,,,,,,,,,,23720.0
교통,버스,대청역,,37.4932186422,127.0795608241,,,,,,,,,,,,23728.0
교통,버스,영동2교,,37.4827701733,127.0435555535,,,,,,,,,,,,23731.0
교통,버스,강남세브란스병원,,37.4941024226,127.04603546860001,,,,,,,,,,,,23738.0
교통,버스,삼성역,,37.5079304784,127.06400976639999,,,,,,,,,,,,23741.0
교통,버스,매봉역입구,,37.485054999999996,127.046452,,,,,,,,,,,,23749.0
교통,버스,도곡1차아이파크.모커리한방병원,,37.493104345700004,127.04271563290001,,,,,,,,,,,,23756.0
교통,버스,삼성역,,37.509754783000005,127.0631256245,,,,,,,,,,,,23781.0
교통,버스,삼성역,,37.5078996127,127.06103598909999,,,,,,,,,,,,23789.0
교통,버스,삼성역,,37.5084898455,127.06101384680001,,,,,,,,,,,,23804.0
교통,버스,포스코사거리,,37.5060715084,127.05506565280001,,,,,,,,,,,,23805.0
